Sequence ID	Panther ID
OG0000620_DMEL_Drosophila_melanogaster_DME_NP_001036303.2	PTHR45617
OG0000620_HSAP_Homo_sapiens_HSA_NP_001317035.1	PTHR45842
OG0000620_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001878-T1	PTHR24366
OG0000621_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001022-T1	PTHR37162
OG0000626_HSAP_Homo_sapiens_HSA_XP_011510782.1	PTHR14453
OG0000626_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005457-T1	PTHR14453
OG0000628_HSAP_Homo_sapiens_HSA_NP_001164221.1	PTHR46343
OG0000628_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_003607-T1	PTHR46343
OG0000641_DMEL_Drosophila_melanogaster_DME_NP_001188674.1	PTHR11243
OG0000641_HSAP_Homo_sapiens_HSA_NP_001001549.1	PTHR11243
OG0000641_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_024368-T1	PTHR11243
OG0000644_DMEL_Drosophila_melanogaster_DME_NP_001247302.1	PTHR23138
OG0000644_HSAP_Homo_sapiens_HSA_NP_001019628.3	PTHR23138
OG0000644_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008808-T1	PTHR23138
OG0000654_HSAP_Homo_sapiens_HSA_NP_001243496.1	PTHR18945
OG0000654_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_003250-T1	PTHR18945
OG0000655_DMEL_Drosophila_melanogaster_DME_NP_523450.1	PTHR34009
OG0000669_DMEL_Drosophila_melanogaster_DME_NP_001137718.1	PTHR46221
OG0000669_HSAP_Homo_sapiens_HSA_NP_001186578.1	PTHR46221
OG0000669_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014722-T1	PTHR46221
OG0000678_DMEL_Drosophila_melanogaster_DME_NP_001027400.1	PTHR23110
OG0000678_HSAP_Homo_sapiens_HSA_NP_001305645.1	PTHR47195
OG0000683_DMEL_Drosophila_melanogaster_DME_NP_573316.1	PTHR10333
OG0000683_HSAP_Homo_sapiens_HSA_NP_001121054.1	PTHR10333
OG0000683_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_040909-T1	PTHR10333
OG0000698_HSAP_Homo_sapiens_HSA_NP_001018054.1	PTHR24361
OG0000698_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020461-T1	PTHR24361
OG0000724_DMEL_Drosophila_melanogaster_DME_NP_001246470.1	PTHR19964
OG0000724_HSAP_Homo_sapiens_HSA_NP_001248335.1	PTHR19964
OG0000724_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000103-T1	PTHR19964
OG0000733_DMEL_Drosophila_melanogaster_DME_NP_001097501.1	PTHR15735
OG0000733_HSAP_Homo_sapiens_HSA_NP_001020119.1	PTHR15735
OG0000733_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_022966-T1	PTHR15735
OG0000735_HSAP_Homo_sapiens_HSA_NP_001001852.2	PTHR22984
OG0000735_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033302-T1	PTHR22984
OG0000746_HSAP_Homo_sapiens_HSA_NP_001161.1	PTHR43829
OG0000746_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010983-T1	PTHR43829
OG0000755_DMEL_Drosophila_melanogaster_DME_NP_001260732.1	PTHR24073
OG0000755_HSAP_Homo_sapiens_HSA_NP_001156852.1	PTHR24073
OG0000755_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002226-T1	PTHR24073
OG0000758_DMEL_Drosophila_melanogaster_DME_NP_001261842.1	PTHR12307
OG0000758_HSAP_Homo_sapiens_HSA_NP_001188258.1	PTHR12307
OG0000758_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_003880-T1	PTHR12307
OG0000776_DMEL_Drosophila_melanogaster_DME_NP_611632.3	PTHR23044
OG0000776_HSAP_Homo_sapiens_HSA_NP_001136197.1	PTHR23044
OG0000776_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_003363-T1	PTHR23044
OG0000780_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002681-T1	PTHR46609
OG0000827_HSAP_Homo_sapiens_HSA_NP_001159605.1	PTHR45739
OG0000827_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002795-T1	PTHR45739
OG0000828_DMEL_Drosophila_melanogaster_DME_NP_001014669.1	PTHR23119
OG0000828_HSAP_Homo_sapiens_HSA_NP_056171.3	PTHR23119
OG0000828_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030053-T1	PTHR23119
OG0000850_DMEL_Drosophila_melanogaster_DME_NP_001097723.1	PTHR23065
OG0000850_HSAP_Homo_sapiens_HSA_NP_001139504.1	PTHR23065
OG0000850_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_035978-T1	PTHR23065
OG0000853_DMEL_Drosophila_melanogaster_DME_NP_001036618.1	PTHR10663
OG0000853_HSAP_Homo_sapiens_HSA_NP_001104595.1	PTHR10663
OG0000853_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006165-T1	PTHR10663
OG0000877_DMEL_Drosophila_melanogaster_DME_NP_001188794.1	PTHR23147
OG0000877_HSAP_Homo_sapiens_HSA_NP_001177934.1	PTHR23147
OG0000877_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021443-T1	PTHR23147
OG0000881_DMEL_Drosophila_melanogaster_DME_NP_524597.1	PTHR11480
OG0000881_HSAP_Homo_sapiens_HSA_NP_001035930.1	PTHR11480
OG0000881_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005359-T1	PTHR11480
OG0000893_DMEL_Drosophila_melanogaster_DME_NP_647918.2	PTHR10625
OG0000893_HSAP_Homo_sapiens_HSA_NP_001159890.1	PTHR10625
OG0000893_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018308-T1	PTHR10625
OG0000903_DMEL_Drosophila_melanogaster_DME_NP_001262626.1	PTHR43108
OG0000903_HSAP_Homo_sapiens_HSA_NP_001121676.1	PTHR43108
OG0000903_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002132-T1	PTHR43108
OG0000906_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028955-T1	PTHR46641
OG0000923_DMEL_Drosophila_melanogaster_DME_NP_001262167.1	PTHR24056
OG0000923_HSAP_Homo_sapiens_HSA_NP_001252.1	PTHR24056
OG0000923_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_024365-T1	PTHR24056
OG0000924_DMEL_Drosophila_melanogaster_DME_NP_001189055.1	PTHR12232
OG0000924_HSAP_Homo_sapiens_HSA_NP_001001713.1	PTHR12232
OG0000924_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001912-T1	PTHR12232
OG0000933_DMEL_Drosophila_melanogaster_DME_NP_001036261.3	PTHR13743
OG0000933_HSAP_Homo_sapiens_HSA_NP_001186211.2	PTHR13743
OG0000933_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001782-T1	PTHR13743
OG0000936_DMEL_Drosophila_melanogaster_DME_NP_001163694.1	PTHR11447
OG0000936_HSAP_Homo_sapiens_HSA_NP_000537.3	PTHR11447
OG0000936_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014668-T1	PTHR11447
OG0000947_DMEL_Drosophila_melanogaster_DME_NP_001137821.1	PTHR12247
OG0000947_HSAP_Homo_sapiens_HSA_NP_001018049.1	PTHR12247
OG0000947_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015435-T1	PTHR12247
OG0000948_DMEL_Drosophila_melanogaster_DME_NP_477123.1	PTHR10288
OG0000948_HSAP_Homo_sapiens_HSA_NP_001290362.1	PTHR10288
OG0000948_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002352-T1	PTHR10288
OG0000959_DMEL_Drosophila_melanogaster_DME_NP_524431.2	PTHR43171
OG0000959_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_009591-T1	PTHR43171
OG0000980_DMEL_Drosophila_melanogaster_DME_NP_001163686.1	PTHR10529
OG0000980_HSAP_Homo_sapiens_HSA_NP_001020376.1	PTHR10529
OG0000980_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011481-T1	PTHR10529
OG0000982_HSAP_Homo_sapiens_HSA_NP_001127958.1	PTHR10751
OG0000999_DMEL_Drosophila_melanogaster_DME_NP_001287414.1	PTHR14130
OG0000999_HSAP_Homo_sapiens_HSA_NP_001006635.1	PTHR14130
OG0000999_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012588-T1	PTHR14130
OG0001009_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000263-T1	PTHR11042
OG0001014_HSAP_Homo_sapiens_HSA_NP_001302436.1	PTHR14164
OG0001014_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030026-T1	PTHR14164
OG0001022_DMEL_Drosophila_melanogaster_DME_NP_608637.1	PTHR11306
OG0001022_HSAP_Homo_sapiens_HSA_NP_006423.1	PTHR11306
OG0001022_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_019246-T1	PTHR11306
OG0001050_DMEL_Drosophila_melanogaster_DME_NP_001286604.1	PTHR24361
OG0001050_HSAP_Homo_sapiens_HSA_NP_001036065.1	PTHR24361
OG0001050_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039611-T1	PTHR24361
OG0001073_HSAP_Homo_sapiens_HSA_NP_055521.1	PTHR15481
OG0001073_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005210-T1	PTHR15481
OG0001079_HSAP_Homo_sapiens_HSA_NP_001020436.1	PTHR33887
OG0001079_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010996-T1	PTHR33887
OG0001089_HSAP_Homo_sapiens_HSA_NP_001271174.1	PTHR15711
OG0001089_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039271-T1	PTHR15711
OG0001092_DMEL_Drosophila_melanogaster_DME_NP_001247273.1	PTHR11753
OG0001092_HSAP_Homo_sapiens_HSA_NP_001034658.1	PTHR11753
OG0001092_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017472-T1	PTHR11753
OG0001094_DMEL_Drosophila_melanogaster_DME_NP_001033881.1	PTHR22999
OG0001094_HSAP_Homo_sapiens_HSA_NP_001276024.1	PTHR22999
OG0001094_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005713-T1	PTHR22999
OG0001098_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001613-T1	PTHR34153
OG0001103_DMEL_Drosophila_melanogaster_DME_NP_001097796.1	PTHR24173
OG0001103_HSAP_Homo_sapiens_HSA_NP_056137.1	PTHR24173
OG0001103_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015651-T1	PTHR24173
OG0001123_DMEL_Drosophila_melanogaster_DME_NP_001262271.1	PTHR10398
OG0001123_HSAP_Homo_sapiens_HSA_NP_001035089.1	PTHR10398
OG0001123_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_025646-T1	PTHR10398
OG0001132_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014147-T1	PTHR33748
OG0001142_DMEL_Drosophila_melanogaster_DME_NP_001261923.1	PTHR45762
OG0001142_HSAP_Homo_sapiens_HSA_NP_001131145.1	PTHR45762
OG0001142_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_035061-T1	PTHR45762
OG0001143_DMEL_Drosophila_melanogaster_DME_NP_001285343.1	PTHR11405
OG0001143_HSAP_Homo_sapiens_HSA_NP_001116105.1	PTHR11405
OG0001143_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026166-T1	PTHR11405
OG0001151_DMEL_Drosophila_melanogaster_DME_NP_001262931.1	PTHR15683
OG0001151_HSAP_Homo_sapiens_HSA_NP_001188267.1	PTHR15683
OG0001151_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014664-T1	PTHR23003
OG0001167_DMEL_Drosophila_melanogaster_DME_NP_001163283.1	PTHR10218
OG0001167_HSAP_Homo_sapiens_HSA_NP_000507.1	PTHR10218
OG0001167_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018936-T1	PTHR10218
OG0001169_DMEL_Drosophila_melanogaster_DME_NP_001263093.1	PTHR10352
OG0001169_HSAP_Homo_sapiens_HSA_NP_001185765.1	PTHR23147
OG0001169_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_009267-T1	PTHR23147
OG0001194_DMEL_Drosophila_melanogaster_DME_NP_001261427.1	PTHR45703
OG0001194_HSAP_Homo_sapiens_HSA_NP_001367.2	PTHR45703
OG0001194_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_027806-T1	PTHR10676
OG0001209_HSAP_Homo_sapiens_HSA_NP_001010853.1	PTHR30575
OG0001209_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015297-T1	PTHR30575
OG0001216_DMEL_Drosophila_melanogaster_DME_NP_001261387.1	PTHR23226
OG0001216_HSAP_Homo_sapiens_HSA_NP_003059.1	PTHR24388
OG0001216_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_024620-T1	PTHR23226
OG0001240_DMEL_Drosophila_melanogaster_DME_NP_001138195.1	PTHR45792
OG0001240_HSAP_Homo_sapiens_HSA_NP_001136408.1	PTHR45792
OG0001240_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021725-T1	PTHR45792
OG0001243_DMEL_Drosophila_melanogaster_DME_NP_001096877.1	PTHR22975
OG0001243_HSAP_Homo_sapiens_HSA_NP_001307366.1	PTHR22975
OG0001243_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026832-T1	PTHR22975
OG0001254_DMEL_Drosophila_melanogaster_DME_NP_001261705.1	PTHR43173
OG0001254_HSAP_Homo_sapiens_HSA_NP_001136017.1	PTHR43173
OG0001254_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029475-T1	PTHR43173
OG0001265_DMEL_Drosophila_melanogaster_DME_NP_001188547.1	PTHR24349
OG0001265_HSAP_Homo_sapiens_HSA_NP_001230854.1	PTHR24349
OG0001265_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_040244-T1	PTHR24349
OG0001270_HSAP_Homo_sapiens_HSA_NP_001317691.1	PTHR34491
OG0001270_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008311-T1	PTHR34491
OG0001271_DMEL_Drosophila_melanogaster_DME_NP_001286046.1	PTHR12460
OG0001271_HSAP_Homo_sapiens_HSA_NP_001284602.1	PTHR12460
OG0001271_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_025687-T1	PTHR12460
OG0001275_DMEL_Drosophila_melanogaster_DME_NP_001188672.1	PTHR47167
OG0001275_HSAP_Homo_sapiens_HSA_NP_001238972.1	PTHR24361
OG0001275_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002442-T2	PTHR47167
OG0001277_DMEL_Drosophila_melanogaster_DME_NP_001260637.1	PTHR10766
OG0001277_HSAP_Homo_sapiens_HSA_NP_004791.1	PTHR10766
OG0001277_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038826-T1	PTHR10766
OG0001279_DMEL_Drosophila_melanogaster_DME_NP_001247276.1	PTHR24073
OG0001279_HSAP_Homo_sapiens_HSA_NP_001182257.1	PTHR24073
OG0001279_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002152-T1	PTHR24073
OG0001280_DMEL_Drosophila_melanogaster_DME_NP_001262384.1	PTHR24388
OG0001280_HSAP_Homo_sapiens_HSA_NP_001291287.1	PTHR14003
OG0001280_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017153-T1	PTHR14003
OG0001318_DMEL_Drosophila_melanogaster_DME_NP_001096963.1	PTHR13402
OG0001318_HSAP_Homo_sapiens_HSA_NP_001263347.1	PTHR13402
OG0001318_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_009866-T1	PTHR13402
OG0001323_DMEL_Drosophila_melanogaster_DME_NP_001163315.1	PTHR47330
OG0001323_HSAP_Homo_sapiens_HSA_NP_001129505.1	PTHR47330
OG0001323_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002297-T1	PTHR47330
OG0001329_DMEL_Drosophila_melanogaster_DME_NP_001014619.2	PTHR23147
OG0001329_HSAP_Homo_sapiens_HSA_NP_001034554.1	PTHR23147
OG0001329_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_023253-T1	PTHR23147
OG0001330_DMEL_Drosophila_melanogaster_DME_NP_001137624.1	PTHR23335
OG0001330_HSAP_Homo_sapiens_HSA_NP_001164637.1	PTHR23335
OG0001330_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_024744-T1	PTHR23335
OG0001342_DMEL_Drosophila_melanogaster_DME_NP_001138012.1	PTHR43721
OG0001342_HSAP_Homo_sapiens_HSA_NP_001273145.1	PTHR43721
OG0001342_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005844-T1	PTHR43721
OG0001372_HSAP_Homo_sapiens_HSA_NP_000572.2	PTHR11592
OG0001372_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026037-T1	PTHR11592
OG0001382_DMEL_Drosophila_melanogaster_DME_NP_001261286.1	PTHR11915
OG0001382_HSAP_Homo_sapiens_HSA_NP_001123910.1	PTHR11915
OG0001382_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021249-T1	PTHR23064
OG0001395_DMEL_Drosophila_melanogaster_DME_NP_001260738.1	PTHR12911
OG0001395_HSAP_Homo_sapiens_HSA_NP_001025190.1	PTHR12911
OG0001395_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033896-T1	PTHR12911
OG0001396_DMEL_Drosophila_melanogaster_DME_NP_611946.2	PTHR12876
OG0001396_HSAP_Homo_sapiens_HSA_NP_001010888.3	PTHR12876
OG0001396_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005083-T1	PTHR12876
OG0001397_HSAP_Homo_sapiens_HSA_NP_003949.1	PTHR15067
OG0001439_DMEL_Drosophila_melanogaster_DME_NP_001263008.1	PTHR24419
OG0001439_HSAP_Homo_sapiens_HSA_NP_001107654.1	PTHR24419
OG0001439_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011453-T1	PTHR24419
OG0001440_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001157-T1	PTHR24039
OG0001453_DMEL_Drosophila_melanogaster_DME_NP_648366.2	PTHR24139
OG0001453_HSAP_Homo_sapiens_HSA_NP_001004426.1	PTHR24139
OG0001453_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_034519-T1	PTHR24139
OG0001467_DMEL_Drosophila_melanogaster_DME_NP_524999.2	PTHR45954
OG0001467_HSAP_Homo_sapiens_HSA_NP_001139110.2	PTHR45954
OG0001467_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_009076-T1	PTHR45954
OG0001483_DMEL_Drosophila_melanogaster_DME_NP_001096918.1	PTHR22780
OG0001483_HSAP_Homo_sapiens_HSA_NP_001025178.1	PTHR22780
OG0001483_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001272-T1	PTHR22780
OG0001501_DMEL_Drosophila_melanogaster_DME_NP_612065.1	PTHR43684
OG0001501_HSAP_Homo_sapiens_HSA_NP_001001722.1	PTHR43684
OG0001501_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038624-T1	PTHR23310
OG0001546_DMEL_Drosophila_melanogaster_DME_NP_001285494.1	PTHR22957
OG0001546_HSAP_Homo_sapiens_HSA_NP_001035037.1	PTHR22957
OG0001546_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002265-T1	PTHR22957
OG0001552_DMEL_Drosophila_melanogaster_DME_NP_001287107.1	PTHR22922
OG0001552_HSAP_Homo_sapiens_HSA_NP_001002259.1	PTHR22922
OG0001552_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001856-T1	PTHR22922
OG0001554_DMEL_Drosophila_melanogaster_DME_NP_001036268.2	PTHR10288
OG0001554_HSAP_Homo_sapiens_HSA_NP_001007226.1	PTHR10288
OG0001554_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029350-T1	PTHR10288
OG0001584_DMEL_Drosophila_melanogaster_DME_NP_001162780.2	PTHR12877
OG0001584_HSAP_Homo_sapiens_HSA_NP_001011722.2	PTHR12877
OG0001584_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_035458-T1	PTHR12877
OG0001614_HSAP_Homo_sapiens_HSA_NP_000783.2	PTHR11781
OG0001614_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_025601-T1	PTHR11781
OG0001618_DMEL_Drosophila_melanogaster_DME_NP_651927.1	PTHR11304
OG0001618_HSAP_Homo_sapiens_HSA_NP_001397.1	PTHR11304
OG0001618_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017019-T1	PTHR11304
OG0001619_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001024-T1	PTHR33309
OG0001620_HSAP_Homo_sapiens_HSA_NP_001180236.1	PTHR16155
OG0001620_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000945-T1	PTHR16155
OG0001643_DMEL_Drosophila_melanogaster_DME_NP_649133.1	PTHR43718
OG0001643_HSAP_Homo_sapiens_HSA_NP_001263408.1	PTHR43718
OG0001643_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010825-T2	PTHR43718
OG0001705_DMEL_Drosophila_melanogaster_DME_NP_001247006.1	PTHR12247
OG0001705_HSAP_Homo_sapiens_HSA_NP_001026864.1	PTHR12247
OG0001705_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029145-T1	PTHR12247
OG0001716_DMEL_Drosophila_melanogaster_DME_NP_001260431.1	PTHR43888
OG0001716_HSAP_Homo_sapiens_HSA_NP_001123654.1	PTHR43888
OG0001716_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021267-T1	PTHR43888
OG0001739_DMEL_Drosophila_melanogaster_DME_NP_001262895.1	PTHR24072
OG0001739_HSAP_Homo_sapiens_HSA_NP_001028738.1	PTHR24072
OG0001739_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_040862-T1	PTHR24072
OG0001743_DMEL_Drosophila_melanogaster_DME_NP_001247356.1	PTHR13832
OG0001743_HSAP_Homo_sapiens_HSA_NP_001028729.1	PTHR13832
OG0001743_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001688-T1	PTHR13832
OG0001747_HSAP_Homo_sapiens_HSA_NP_001035545.1	PTHR12185
OG0001747_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014448-T1	PTHR12185
OG0001774_HSAP_Homo_sapiens_HSA_NP_001188294.1	PTHR11685
OG0001774_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000269-T1	PTHR11685
OG0001799_DMEL_Drosophila_melanogaster_DME_NP_572818.1	PTHR12192
OG0001799_HSAP_Homo_sapiens_HSA_NP_001008708.1	PTHR12192
OG0001799_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_023257-T1	PTHR12192
OG0001811_DMEL_Drosophila_melanogaster_DME_NP_001163710.1	PTHR11960
OG0001811_HSAP_Homo_sapiens_HSA_NP_001128121.1	PTHR11960
OG0001811_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001424-T1	PTHR11960
OG0001843_DMEL_Drosophila_melanogaster_DME_NP_610169.1	PTHR13832
OG0001843_HSAP_Homo_sapiens_HSA_NP_817092.1	PTHR13832
OG0001843_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012564-T1	PTHR13832
OG0001853_DMEL_Drosophila_melanogaster_DME_NP_610599.3	PTHR46097
OG0001853_HSAP_Homo_sapiens_HSA_NP_001078923.1	PTHR46097
OG0001853_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018439-T1	PTHR46097
OG0001871_HSAP_Homo_sapiens_HSA_NP_001238806.1	PTHR21646
OG0001871_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033187-T1	PTHR21646
OG0001882_DMEL_Drosophila_melanogaster_DME_NP_001097456.2	PTHR10654
OG0001882_HSAP_Homo_sapiens_HSA_NP_001135865.1	PTHR10654
OG0001882_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005957-T1	PTHR10654
OG0001911_DMEL_Drosophila_melanogaster_DME_NP_001261369.1	PTHR28664
OG0001911_HSAP_Homo_sapiens_HSA_NP_001139488.1	PTHR28664
OG0001911_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015615-T1	PTHR28664
OG0001915_DMEL_Drosophila_melanogaster_DME_NP_609528.3	PTHR11051
OG0001915_HSAP_Homo_sapiens_HSA_NP_079368.3	PTHR11051
OG0001915_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012279-T1	PTHR11051
OG0001920_DMEL_Drosophila_melanogaster_DME_NP_648313.1	PTHR12632
OG0001920_HSAP_Homo_sapiens_HSA_NP_002496.1	PTHR12632
OG0001920_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029252-T1	PTHR12632
OG0001972_DMEL_Drosophila_melanogaster_DME_NP_001286828.1	PTHR12298
OG0001972_HSAP_Homo_sapiens_HSA_NP_001186390.1	PTHR12298
OG0001972_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_004361-T2	PTHR46421
OG0001984_DMEL_Drosophila_melanogaster_DME_NP_001260495.1	PTHR12290
OG0001984_HSAP_Homo_sapiens_HSA_NP_001264126.1	PTHR12290
OG0001984_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005229-T1	PTHR12290
OG0002012_DMEL_Drosophila_melanogaster_DME_NP_611636.1	PTHR12726
OG0002012_HSAP_Homo_sapiens_HSA_NP_003349.1	PTHR12726
OG0002012_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020691-T1	PTHR12726
OG0002027_DMEL_Drosophila_melanogaster_DME_NP_001259332.1	PTHR12419
OG0002027_HSAP_Homo_sapiens_HSA_NP_001093392.1	PTHR12867
OG0002027_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006712-T1	PTHR12867
OG0002028_DMEL_Drosophila_melanogaster_DME_NP_524734.2	PTHR45951
OG0002028_HSAP_Homo_sapiens_HSA_NP_001337559.1	PTHR45951
OG0002028_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005950-T1	PTHR45951
OG0002030_DMEL_Drosophila_melanogaster_DME_NP_001285087.1	PTHR10969
OG0002030_HSAP_Homo_sapiens_HSA_NP_009209.1	PTHR10969
OG0002030_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010713-T1	PTHR10969
OG0002074_DMEL_Drosophila_melanogaster_DME_NP_536735.2	PTHR24056
OG0002074_HSAP_Homo_sapiens_HSA_NP_001251.1	PTHR24056
OG0002074_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029147-T1	PTHR24056
OG0002083_DMEL_Drosophila_melanogaster_DME_NP_001246401.1	PTHR11037
OG0002083_HSAP_Homo_sapiens_HSA_NP_001181939.1	PTHR11037
OG0002083_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017864-T1	PTHR11037
OG0002094_HSAP_Homo_sapiens_HSA_NP_001008409.1	PTHR12241
OG0002094_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_040474-T1	PTHR12241
OG0002100_DMEL_Drosophila_melanogaster_DME_NP_610500.2	PTHR46165
OG0002100_HSAP_Homo_sapiens_HSA_NP_443160.2	PTHR46165
OG0002100_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002772-T1	PTHR46165
OG0002115_DMEL_Drosophila_melanogaster_DME_NP_001246877.1	PTHR11063
